scenario_id,scenario_family,condition,scenario_stratum,repetition,fp_count,evaluated_assets,log_evaluated_assets_offset
EVAL-046,EVAL-CLN-03,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-047,EVAL-CLN-04,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-048,EVAL-CLN-04,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-049,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-050,EVAL-KEV-A-04,qwen_single_rag,recent_kev_0_30,5,0,1,0.0
EVAL-051,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-052,EVAL-KEV-B-04,qwen_single_rag,recent_kev_31_60,5,0,1,0.0
EVAL-053,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-054,EVAL-KEV-C-04,qwen_single_rag,recent_kev_61_90,5,0,1,0.0
EVAL-055,EVAL-CVE-06,qwen_single_rag,other_cve,5,0,1,0.0
EVAL-056,EVAL-CVE-06,qwen_single_rag,other_cve,5,1,1,0.0
EVAL-057,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-058,EVAL-MIS-07,qwen_single_rag,synthetic_misconfiguration,5,0,1,0.0
EVAL-059,EVAL-CLN-05,qwen_single_rag,clean_control,5,0,1,0.0
EVAL-060,EVAL-CLN-05,qwen_single_rag,clean_control,5,0,1,0.0
